image_id,predicted,actual
458213442_12c59e61a0,startseq black and white dog jumps over hurdle endseq,startseq black and white dog is jumping over hurdle endseq
458735196_176e7df6b3,startseq the brown dog is sitting on the lawn with red ball in its mouth endseq,"startseq ""a brown dog indoors with large pink toy ."" endseq"
459284240_5a4167bf92,startseq four men are lined up outside of the mountains endseq,startseq toddler starting at clown walking down snowy sidewalk endseq
459778335_857d8ffebf,startseq woman in bikini walks along the beach endseq,startseq father with his two kids at the ocean with the young boy flying up in the air endseq
459814265_d48ba48978,startseq small white and white dog is standing on the gravel floor endseq,"startseq ""a big shaggy dog runs in field of dandylions ."" endseq"
460195978_fc522a4979,startseq man in black shirt is running in field endseq,startseq black dog is in the grass with woman in jeans endseq
460350019_af60511a3b,startseq two dogs are running through the grass endseq,startseq black dog and woman in red shirt playing tug of war endseq
460478198_83039f2593,startseq dog is running on the water endseq,startseq dog chasing another dog by lake endseq
460781612_6815c74d37,startseq two dogs are running through grassy field endseq,startseq black and white dog catches frisbee in midair endseq
460935487_75b2da7854,startseq black and white dog jumps off of the tree endseq,startseq black and white dog is running up path towards some potted plants endseq
460973814_5eacd1ced4,startseq couple sitting on table with their hands on her face endseq,startseq group of people sitting around table drinking tea or coffee endseq
461019788_bc0993dabd,startseq two men are sitting on dock looking out over lake endseq,startseq couple stands on dock by the water hugging endseq
461505235_590102a5bf,startseq man climbing large cliff endseq,startseq man repels down cliff over water endseq
462080147_ca088e6541,startseq two men are standing outside store endseq,startseq man holding bottle of wine with box on his head endseq
462198798_89e2df0358,startseq man is walking through water with tree in the water endseq,"startseq ""a big black dog is walking along the water 's edge ."" endseq"
462288558_b31a8a976f,startseq the dog is laying on his face endseq,startseq pitbull dog is biting another dog on the face endseq
463786229_b54c9a3436,startseq person is doing trick on his bike in the air endseq,startseq bee clings to yellow flower endseq
463875230_f19e83d6df,startseq man jumps off height of tree endseq,startseq girl wearing pink swings on swing endseq
463978865_c87c6ca84c,startseq police officer is walking down the street with red vehicles in the background endseq,startseq man sitting on the left near man walking along the side of street with colorful buildings endseq
464116251_1ac4bc91f8,startseq two dogs are playing in the grass endseq,"startseq ""a black brown and white dog jumping over pile of logs with trees in the background ."" endseq"
464251704_b0f0c4c87a,startseq person in red shirt is suspended in the air with onto the ground endseq,startseq girl in pink top is swinging with her hair flying everywhere endseq
464506846_1734302b58,startseq dog runs through the grass with his tennis ball in his mouth endseq,startseq black dog is running across grassy field in front of some bushes endseq
464527562_a18f095225,startseq white dog with red collar is being being being being being being being being being being being being being being being being being being being being being being being being being being being being being,startseq brown dog has purple disc endseq
465859490_b077219424,startseq a crowd of people are standing in crowd of some different directions endseq,startseq group of people are listening to man with moustache speak into microphone endseq
465994762_1760e83c5d,startseq child peeks out of fallen tree endseq,startseq brown dog jumps over chain endseq
466176275_f40d37851e,startseq dog jumps into the air endseq,"startseq ""a grey """" labradoodle """" jumps over another large dog ."" endseq"
466956209_2ffcea3941,startseq man is climbing large rock face endseq,startseq distant person is climbing up very sheer mountain endseq
466956675_a2fb6bf901,startseq man is climbing up mountain endseq,startseq man climbing sheer rock wall endseq
467858872_f3431df682,startseq two dogs are fighting on dirt wall endseq,startseq two dogs are bending over and looking down into ditch to investigate endseq
467960888_6943257534,startseq two dogs run through the water endseq,startseq black dog running along the edge of the ocean endseq
468102269_135938e209,startseq two girls are standing in front of tree with binoculars endseq,"startseq ""a couple kiss outdoors while another couple watch ."" endseq"
468141298_3154d717e1,startseq people are walking past pigeons on city street endseq,startseq street view with cars and buildings endseq
468310111_d9396abcbd,startseq two dogs are running on the grass near green valley endseq,startseq black and white dog is running through cow field endseq
468608014_09fd20eb9b,startseq dog is running on the grass endseq,startseq dog bites an object offered by person endseq
468871328_72990babd4,startseq two dogs are sitting on the ground endseq,startseq two brown dogs are laying on the street next to metal pole endseq
468911753_cc595f5da0,startseq black and black dog is running through the grass endseq,startseq brown and white dog runs away carrying big stick endseq
468918320_9c275b877f,startseq young boy in pink shirt and pink shirt is sitting on wooden bench endseq,startseq young couple kissing on park bench endseq
468930779_8008d90e10,startseq two dogs are paddling through water endseq,startseq brown dog carrying stick in its mouth endseq
469021173_aa31c07108,startseq person riding bike on green bike endseq,startseq hiker wearing an orange backpack is walking through long grass endseq
469029994_349e138606,startseq person riding bike on the ground endseq,startseq backpacker looks over cliff towards the fog endseq
469259974_bb03c15c42,startseq man in black shirt is sitting on table with his head on his head endseq,startseq man drinking and reading the paper endseq
469617651_278e586e46,startseq the small birds are sitting on white stairs endseq,startseq couple of people sit in chairs in waiting room lit in sunlight endseq
469969326_4b84073286,startseq man stands on the rocks looking out of the water endseq,startseq woman carrying backpack sits on rocky ledge overlooking the water endseq
470373679_98dceb19e7,startseq two people sit on bench at table endseq,startseq group of people inside building that overlooks large mountain endseq
470887781_faae5dae83,startseq crowd of people are lined at the side of the busy stage endseq,startseq crowd at rally endseq
470887785_e0b1241d94,startseq two men are sitting at the desk while another man is sitting next to the other men endseq,startseq lady is giving speech dealing with the armenian genocide endseq
470887791_86d5a08a38,startseq man in blue shirt is holding drink and another man hanging off camera endseq,startseq man and woman standing with group of spectators endseq
470887795_8443ce53d0,startseq two children are standing outside of water endseq,startseq boy drinks from glass bottle endseq
470903027_489cc507de,startseq person is hiking up hill with his hand on the ground but the sun is standing in the background endseq,startseq man sitting cross-legged in field endseq
471402959_0b187560df,startseq man sits in bed with his head on his head endseq,startseq an african american woman wearing an orange dress with hood is covering her face with her hand while sitting in chair endseq
472396131_6e97068d93,startseq black dog with red collar is running on the grass endseq,startseq puppy catching bird endseq
472535997_0dbf42b9f3,startseq two children are climbing their hands on the floor endseq,startseq two african toddlers dressed in pink are playing in sparsely decorated kitchen endseq
472661386_723aae880b,startseq many people are posing for picture endseq,startseq class holds up their certificates endseq
472860064_a96a228796,startseq two dogs are playing in the grass endseq,startseq black dog in front of tree jumping towards red frisbee endseq
473220329_819a913bbb,startseq man and boy are standing on the shore of water overlooking water endseq,startseq woman is walking away on wooden walkway through field of golden plants endseq
473988700_570422001b,startseq small black dog is running on the dirt endseq,startseq black and brown dog shakes water off of itself endseq
475042270_719ebe6c48,startseq dog is running on the lawn endseq,startseq golden retriever is playing with smaller black and brown dog in pink collar endseq
475313618_bdb2f72be5,startseq two people in black pants and black shirts are doing back on the street endseq,startseq female in bluejeans is standing in an enclosed area with arms folded endseq
475317104_1cdc1653b4,startseq two girls are sitting on the floor of floor endseq,startseq girl standing in an enclosed place endseq
475778645_65b7343c47,startseq young man is attempting to climb rock while rock is standing on the grass endseq,startseq boy in harness climbs rock wall endseq
475816542_f5c2736815,startseq two dogs are playing in the water endseq,startseq black and brown dog are running toward the camera endseq
475980315_b8ecd50094,startseq white dog is running in the water endseq,startseq white dog fetches stick as he swims in lake endseq
476233374_e1396998ef,startseq woman in red shirt is standing on sandy beach endseq,startseq little boy and little girl are playing with pebbles on the beach endseq
476740978_45b65ebe0c,startseq three people are lined at the side of the road with their backs to each other endseq,startseq group of people are holding up signs endseq
476759700_8911f087f8,startseq man in red shirt is walking on the sidewalk endseq,startseq man carrying sign that says free hug along the sidewalk endseq
476760133_c33d2bd83d,startseq black dog is running through the grass endseq,startseq black dog is running across the grass carrying something in its mouth endseq
477204750_d04d111cd4,startseq brown dog is running through the grass endseq,startseq dog is playing fetch with ball endseq
477254932_56b48d775d,startseq boy in pool with water drips splash endseq,startseq girl flipping into swimming pool while others swim endseq
477768471_d7cd618fdb,startseq two dogs are fighting on fence endseq,startseq black and white dog is playing with golf ball in the sand endseq
478208896_90e7187b64,startseq man in bikini is standing on rocky cliff endseq,startseq girl climbs huge rock endseq
478209058_21e2c37c73,startseq person climbing snow covered mountain endseq,"startseq ""a man in red climbs rock in field of snow cliffs and fallen boulders ."" endseq"
478592803_f57cc9c461,startseq woman walks parallel the parallel street endseq,"startseq ""the backs of two asian girls wearing red tops and holding red flags ."" endseq"
47870024_73a4481f7d,startseq young man is doing trick on his bike endseq,startseq boy in yellow is riding scooter on the street endseq
47871819_db55ac4699,startseq two men are playing softball endseq,startseq soccer player in blue is chasing after the player in black and white endseq
478750151_e0adb5030a,startseq two dogs are running through the grass endseq,startseq white dog races brown dog in field of grass endseq
478754346_addb53893c,startseq motorcyclist riding dirt bike on dirt circuit endseq,startseq dirt bike rider rides off of jump endseq
479807115_3a484fb18b,startseq dirt bike rider rides on dirt path endseq,startseq man riding dirt bike in down hill in competition endseq
479807465_cf42f39d00,startseq dirt bike racer is riding dirt bike endseq,startseq fallen dirt biker is aided by another endseq
479807833_85eed6899c,startseq person riding bike on rock endseq,startseq dirt biker rides up rocky hill on motorized dirt bike endseq
480200554_6155e9dfeb,startseq the man is being thrown from the drums endseq,startseq an elderly man wearing sombrero riding mobility scooter while shopping for shoes endseq
480505313_2dc686e5db,startseq woman in black jacket and black hat is standing in front of fence and church endseq,startseq couple is photographed in front of large outdoor fountain endseq
480607352_65614ab348,startseq woman in red headscarf and black pants is sitting on the sidewalk next to building endseq,startseq man in bright clothing plays an instrument on the street endseq
481054596_cad8c02103,startseq people in camouflage pants and black pants and black pants is walking past parking lot endseq,startseq couple hugging with other people standing around in front of some buildings endseq
481632457_7372f18275,startseq two dogs are fighting over fence endseq,startseq big tri-colored and smaller puppy with light blue eyes are playing together endseq
481732592_b50194cb89,startseq two elderly men conversing on the planter one of them is sitting on the planter surrounding wall endseq,startseq creepy old man stars at young couple as they smoke cigarette endseq
481827288_a688be7913,startseq the brown and brown dog is somehow causing the water endseq,startseq two brown dog play together in the water endseq
481887827_f8975dabf1,startseq two dogs are on low low low lake endseq,startseq group of people sit before campfire endseq
482047956_9a29e9cee6,startseq two girls are wearing their robes and one of their heads endseq,startseq group of girls are riding on roller coaster endseq
482088914_e6ea4501e9,startseq man is doing tricks on surfboard on the shore of water endseq,startseq kayaker almost turns over endseq
482098572_e83153b300,startseq man in red kayak on the water endseq,startseq man in yellow boat paddling against waves endseq
482353373_03a9d5e8bc,startseq woman in green shirt and glasses is looking at the camera endseq,startseq girl in petterned shirt is talking to guy with hat in billiards room endseq
482830610_13a0a6c924,startseq the man is sitting on the street with his head on his head endseq,startseq girl reads and listens to music on bus endseq
482882307_7dcb9eee11,startseq two people are on boat on choppy rapids endseq,startseq guy in midair is behind the raft full of people endseq
482882719_165722082d,startseq two people are on boat on choppy rapids endseq,startseq group of people go rafting endseq
482907079_22085ada04,startseq man climbing rock endseq,startseq climber scales cliff as others watch endseq
483039719_75181b2726,startseq two girls are standing outside endseq,"startseq ""a teenage boy with white headband looking right crowd in the background ."" endseq"
483136916_16976f4902,startseq dog runs through the sand endseq,startseq beagle looking over his shoulder as he stand on sandy slope endseq
483841513_e660391880,startseq boy in blue shirt is bouncing on trampoline endseq,startseq girl does handstand on trampoline endseq
484896012_7787d04f41,startseq young girl in red shirt kicking soccer ball endseq,startseq boy kicks soccer ball high up endseq
485054073_fef8b80b4b,startseq white dog running on the grass endseq,startseq frisbee casts shadow on the dog endseq
485245061_5a5de43e20,startseq two people are climbing up snowy mountain endseq,startseq man crouched on snowy peak endseq
485312202_784508f2a9,startseq man is standing on park next to fence endseq,startseq man is sitting on bench behind bike endseq
485357535_b45ba5b6da,startseq two girls in suits are sitting on the street endseq,startseq boy in black and white shirt holds red skateboard as he stands over the hollywood stars endseq
485566887_57eac33bd1,startseq two dogs are running through grass endseq,startseq one dog biting at another dog 's face in grassy field endseq
485738889_c2a00876a6,startseq smiling boy in pool tilts his head endseq,"startseq ""a baby being held by small girl swimming underwater in blue pool ."" endseq"
485741580_ab523fa657,startseq dog leaps to catch baseball endseq,startseq black and tan dog sleeps in the car endseq
485921585_1974b1577a,startseq bicyclist doing tricks on his bike endseq,startseq bicycle stunt person midair performing trick with fans watching endseq
486300784_2cc7a770ff,startseq dog is running through the water endseq,startseq two dogs running in body of water that is light blue with tip of an island of grass showing endseq
486712504_36be449055,startseq dog jumps over an orange and orange toy endseq,startseq dog is jumping across an obstacle endseq
486720042_b785e7f88c,startseq two dogs run on leashes by the side of the side endseq,startseq black and white spotted dog is circling gray and white dog endseq
486917990_72bd4069af,startseq man in black shirt is standing on rock ledge endseq,startseq girl is climbing rock wall endseq
487071033_27e460a1b9,startseq two people are standing on town fair station endseq,startseq man does skateboard tricks off ramp while others watch endseq
487074671_66db20bf47,startseq woman sitting on the ground with paw on his back endseq,startseq man in brown jacket and blue cap is washing black jacket in fountain endseq
487487795_54705c406e,startseq two dogs are running on trampoline endseq,startseq black and brown dog is playing with brown and white dog endseq
487894806_352d9b5e66,startseq light colored dog is biting nap endseq,startseq brown dog wearing collar is chasing and biting on red broom endseq
488089932_c3a5fa4140,startseq two men are sitting in the city of city endseq,startseq girl is hula hooping on sidewalk in new york endseq
488196964_49159f11fd,startseq dog runs through the water endseq,"startseq ""a brown dog retrieves ball on green slimy rock covered beach"" endseq"
488352274_9a22064cb3,startseq brown dog jumps over the snow endseq,startseq two brown dogs are running on the sand endseq
488356951_b3b77ad832,startseq man in black shirt is reading on the back of stairs endseq,startseq man with red shirt and black hat stares at another man endseq
488408004_a1e26d4886,startseq two people are walking through the grass with large upraised balls in the background endseq,startseq child in formal clothing is walking along the edge of stony area that is littered in places endseq
488416045_1c6d903fe0,startseq the brown dog is running through the snow endseq,startseq brown dog is running along beach endseq
488549693_a1f51d8c4a,startseq two children are playing in puddle endseq,startseq two children are standing on the shore next to body of water endseq
488590040_35a3e96c89,startseq two boys are squirting fishing and water at the camera endseq,startseq men standing on shore with fishing pole and boat in water endseq
489065557_0eb08889cd,startseq the person is jumping into the water endseq,startseq boy jumping from rope into the water endseq
489134459_1b3f46fc03,startseq two girls are walking down the street endseq,startseq boy and girl stand in front of house endseq
489372715_ce52da796a,startseq golden retriever runs on the grass endseq,startseq brown dog is shaking his head while standing on sand endseq
489551372_b19a6ad0ed,startseq the boy is jumping over pole endseq,startseq dog on an obstacle platform and man endseq
489773343_a8aecf7db3,startseq two dogs play in the snow endseq,"startseq ""a small girl in pink and blue on the beach shows something to two black dogs ."" endseq"
489865145_65ea6d1c14,startseq girl in red dress is sitting on brick wall outside of brick wall endseq,startseq teenage girl with shaved head walks in brown skirt and blue jean jacket endseq
490044494_d2d546be8d,startseq the dog is running through the grass endseq,startseq three brown puppies running in the grass endseq
490390951_87395fcb1c,startseq two teenage girls are climbing up dirt endseq,startseq closeup of grey and white shoes on the shore near the beach water endseq
491405109_798222cfd0,startseq young girl wearing pink shirt and pink shirt is wearing teal clothes endseq,startseq girl poses with her head upside down endseq
491564019_1ca68d16c1,startseq child in yellow shirt is playing in playground endseq,startseq child enjoying themselves on yellow slide at park endseq
491600485_26c52c8816,startseq black dog is running through field of weeds endseq,startseq black dog looks up at ball in the air and prepares to catch it endseq
491964988_414b556228,startseq two children are playing in river endseq,startseq little girl runs down path in japanese garden endseq
492341908_1ef53be265,startseq two people are sitting on dirt road on dirt track endseq,startseq two girls are riding wheeler endseq
492493570_c27237a396,startseq woman in bikini walks on the beach endseq,startseq girl chases bird across the sand at the edge of the ocean endseq
492802403_ba5246cfea,startseq two dogs are standing on bench next to garden fence endseq,startseq one dog jumps up to catch ball as another dog runs towards it endseq
493109089_468e105233,startseq two little boys playing in park endseq,startseq little boy in red jacket plays on jungle gym endseq
493507605_48fe8e3739,startseq black dog is running through the grass endseq,startseq black dog is chasing another black dog endseq
493542985_c85ad29ebe,startseq the boy in the white shirt is jumping over the water endseq,startseq girl is rowing in lake endseq
493621130_152bdd4e91,startseq two dogs are jumping over water endseq,startseq brown dog leaps into the water endseq
494221578_027f51cdf4,startseq little girl sliding down red slide endseq,startseq girl in pink jacket is going headfirst down red slide endseq
494329594_6e751372a0,startseq two kids sit on park bench endseq,startseq black woman in pink bikini is sitting on towel on lounge chair endseq
494792770_2c5f767ac0,startseq golden retriever is running through the grass endseq,startseq brown dog walks in the under brush endseq
494907021_321e82877a,startseq two men are squirting hands on the side of cement wall endseq,startseq group of children playing with props endseq
494921598_af73bda568,startseq hockey player in red and white uniform holds out of white and white player in the background endseq,startseq child is playing ice hockey endseq
495014499_8fd065cfd9,startseq people walk through the street with instruments endseq,startseq man holding flag is standing on busy sidewalk endseq
495033548_bd320405d8,startseq man in red shirt and blue shorts is being tackled by man in blue and blue outfit endseq,startseq men participate in soccer game endseq
495054019_3dee8a02f5,startseq batter guards bat at playground endseq,startseq white haired coach is coaching his team of young men while they run towards him endseq
495055747_a75872762a,startseq man walks down the street with headphones walking down endseq,startseq an elderly woman crosses the road in city endseq
495116214_f1df479fb0,startseq two dogs run on the ground endseq,startseq two black and white dogs on the sandy beach fighting over long stick endseq
495340319_705f2e63d6,startseq two men in blue uniforms are playing soccer endseq,startseq boys playing tag football run down the field endseq
495341977_b27279f962,startseq two dogs are running through the grass endseq,startseq two brown dogs are biting on black frisbee endseq
49553964_cee950f3ba,startseq person in red life jacket and red life jacket waterskiing endseq,startseq man holding onto ropes while boogie boarding endseq
496110746_a93ca191ae,startseq the woman is wearing purple shirt and sitting on the carpet endseq,startseq child swings on swing endseq
496129405_b9feeda1ab,startseq two dogs are playing on the ground endseq,startseq the three dogs are playing with each other endseq
496380034_d22aeeedb3,startseq two dogs are running through field endseq,startseq black and white dog are both going for blue soccer ball endseq
496555371_3e1ee0d97d,startseq two dogs are running on the shore of the water endseq,startseq black dog is being chase by two brown dogs on the beach endseq
496606439_9333831e73,startseq two young men are posing for picture endseq,startseq woman smile and wave to the camera endseq
496971341_22782195f0,startseq dog with red collar is running in the grass endseq,startseq black dog and black dog are fighting over soccer ball endseq
497122685_a51b29dc46,startseq boy in dark shorts slides down water slide endseq,startseq girl in colourful bathing suit being ejected from water slide into the pool endseq
497579819_f91b26f7d3,startseq the dog is jumping off the water endseq,startseq dog looks out over green grass and flowers endseq
497791037_93499238d8,startseq young boy in red shirt begins to throw the net endseq,startseq boy jumping off swing endseq
498404951_527adba7b8,startseq golden retriever is standing in the water with its tongue its tongue its mouths endseq,startseq blonde puppy wearing red collar is standing in the water endseq
498444334_a680d318a1,startseq two women one one with unhappy endseq,startseq group of young men clowning around while enjoying beverage endseq
498492764_fe276e505a,startseq man in black shirt and white hat is sitting on bench with fishing fence in the background endseq,startseq man in gray suit locking up bicycle endseq
498748832_941faaaf40,startseq the man is wearing blue shirt and blue dress endseq,startseq girl with black bag in cramped position on train endseq
498794783_cc2ac62b47,startseq little girl is playing with two kids in garden endseq,startseq girl in dress is blowing bubbles with another girl behind her endseq
498957941_f0eda42787,startseq the boy is running on the field endseq,startseq boy in blue shirt is running endseq
50030244_02cd4de372,startseq white dog chases white duck endseq,startseq cat sits alone in dry grass endseq
500308355_f0c19067c0,startseq two children are playing on park endseq,startseq lady in yard holding dog while another dog is jumping endseq
500446858_125702b296,startseq woman with white hair and white pants is running on the beach endseq,startseq small white dog is running through the dirt right on the outside of patch of grass where two people and another small black dog are playing endseq
500678178_26ce0f4417,startseq young boy is laying on the ground with long rubber flowers in his mouth endseq,startseq child lies in the hay with only head and arm showing endseq
501320769_31eea7b7ea,startseq young man in white shirt is standing on the floor of some sort of other children endseq,startseq child in white bathrobe is standing in doorway endseq
501520507_c86f805ab8,startseq three men are standing in store outside store endseq,startseq woman looking at jewlery at booth at an outdoor fair endseq
501650847_b0beba926c,startseq two dogs are playing with human toy endseq,startseq brown dog starring at soccer ball endseq
501684722_0f20c4e704,startseq woman in pink dress and pink hat is holding cigarette in her hand endseq,startseq girl kisses another little girl while the third is falling out of frame endseq
501699433_f8df386cf9,startseq young boy in swimsuit is swimming in pool endseq,startseq man and child underwater in swimming pool holding their breath endseq
502115726_927dd684d3,startseq two children are sitting on table looking at each other endseq,startseq boy in striped shirt straddles two railings endseq
