image_id,predicted,actual
445148321_9f2f3ac711,startseq person is standing on the edge of snowy hill endseq,startseq person in the distance hikes among hoodoos with stars visible in the sky endseq
445655284_c29e6d7323,startseq black and black dog is in the snow endseq,startseq black and brown dog walks through the snow near building endseq
445861800_75fc6a8c16,startseq two men walking down street street endseq,startseq three men walking on sidewalk in city endseq
446138054_d40c66d5f0,startseq man in red shirt and white shirt is jumping off rock endseq,startseq man in an orange hat jumping endseq
446286714_dcec7f339e,startseq man poses for the camera endseq,startseq an elderly man is sitting on bench endseq
446291803_2fd4641b99,startseq woman in red coat is sitting on the ground reading endseq,startseq these woman are watching people play tennis from bench endseq
446514680_ff5ca15ece,startseq two dogs playing in field endseq,startseq two brown dogs are fighting and they are both wearing red endseq
447111935_5af98563e3,startseq woman with red hair and black dog is sitting on the grass endseq,startseq the two greyhound dogs wearing sweaters are playing in the grass endseq
447722389_4b51b7e13d,startseq dog runs after catch tennis ball endseq,startseq brown and white dog is jumping high and catching blue ball endseq
447733067_09cfac3286,startseq woman in purple dress walks through the air endseq,startseq girl in skimpy bikini outfit walks and carries helmet endseq
447800028_0242008fa3,startseq black dog is running through snow covered ground endseq,startseq black dog playing with purple toy in the snow endseq
448252603_7d928c900e,startseq two kids are playing in sandy area endseq,startseq boy pointing in direction on dirt road endseq
448257345_ce149c2ea6,startseq dog with blue collar is eating orange endseq,startseq dog is staring at the food in the plate of person eating endseq
44856031_0d82c2c7d1,startseq brown dog is playing with toy in the grass endseq,startseq brown dog is sprayed with water endseq
448590900_db83c42006,startseq two dogs run through field of trees endseq,startseq brown dog is sniffing around green grass on hill endseq
448658518_eec0b648a6,startseq woman wearing inline shirt is doing trick on skateboard endseq,startseq large man dressed in black on street corner by red brick building endseq
448916362_17f3f1d0e1,startseq dog is running through the air with tennis ball in its mouth endseq,startseq dog is running through field with its tongue hanging out endseq
449287870_f17fb825d7,startseq two children are smiling on playground endseq,startseq female toddler wearing pink shirt is playing on playground endseq
449352117_63c359c6e7,startseq small dog holds stuffed toy in its mouth endseq,startseq brown and black puppy stands by camera endseq
450596617_ed37ec0fe4,startseq two girls wearing black walk ice endseq,startseq man and woman walking near the ocean endseq
451081733_40218cec31,startseq four women in desert are sitting on sandy beach endseq,startseq man on the beach in jeans looking at his camera endseq
451326127_2d95a2e1c2,startseq dog jumps off tree trunk endseq,startseq dog jumping over fallen tree in the forest endseq
451597318_4f370b1339,startseq man in blue shirt is playing with toy endseq,startseq brown dog leaps up to catch an orange toy endseq
452345346_afe1248586,startseq dog is rolling on its back endseq,startseq brown and white dog chews on tire endseq
452363869_cad37e609f,startseq dog chases after toy endseq,startseq black dog chases ball in the grass endseq
452416075_60b2bb5832,startseq boy in blue shirt is jumping off blue rail endseq,startseq baby dressed in blue jumps outside endseq
452419961_6d42ab7000,startseq two dogs are sitting in an orange kitchen wall endseq,startseq the three children are in cage endseq
453473508_682c0a7189,startseq brown dog is running through water endseq,startseq brown dog is running though river endseq
453756106_711c20471a,startseq two white dogs play together endseq,"startseq ""a large brown fluffy dog with small white and brown dog on dirt surface ."" endseq"
454686980_7517fe0c2e,startseq man in yellow shirt and black cap is standing next to man in yellow shirt and backwards endseq,startseq girl who looks upset with her arms crossed endseq
454691853_cc1e0fa6a1,startseq two dogs are standing in the grass endseq,startseq dog carries leash in its mouth endseq
454709143_9c513f095c,startseq two children in black jackets climb up tree endseq,startseq man dressed in blue holds sign while standing behind couple of trees and in front of large concrete wall with red writing on it endseq
455611732_d65bf3e976,startseq man is climbing up cliff cliff endseq,startseq hiker walks on rocky ground at the base of foggy mountain endseq
455856615_f6361d9253,startseq blue clothed in blue blue and blue goggles is skiing downhill endseq,startseq skier flies through the air endseq
456299217_b2802efbc2,startseq skateboarder jumping off ramp endseq,startseq girl sits outside at large fountain endseq
456512643_0aac2fa9ce,startseq the dog is running through the grass endseq,startseq brown dog is running through grassy field endseq
457631171_12b1aee828,startseq person is climbing up cliff overlooking stream endseq,startseq man extends his arms in front of large rock formation endseq
457875937_982588d918,startseq dog chases red toy endseq,"startseq ""two black brown and white dogs running in green grass with ears up on heads ."" endseq"
457945610_1a23b9ced0,startseq young boy jumps into the water endseq,startseq girl in striped swimsuit is jumping into the ocean endseq
458004873_f084c47a88,startseq a bride and woman are sitting on brick wall reading endseq,startseq man is sitting on bench facing another man who is standing endseq
458183774_afe65abf67,startseq two people are playing in the grass endseq,startseq dog rolls on his back in the grass endseq
458213442_12c59e61a0,startseq black and white dog is jumping over hurdle endseq,startseq black and white dog is jumping over hurdle endseq
458735196_176e7df6b3,startseq brown dog is giving red dog endseq,"startseq ""a brown dog indoors with large pink toy ."" endseq"
459284240_5a4167bf92,startseq three men are walking down the street endseq,startseq toddler starting at clown walking down snowy sidewalk endseq
459778335_857d8ffebf,startseq three boys climb into the water endseq,startseq father with his two kids at the ocean with the young boy flying up in the air endseq
459814265_d48ba48978,startseq dog is looking at the green and white dog endseq,"startseq ""a big shaggy dog runs in field of dandylions ."" endseq"
460195978_fc522a4979,startseq man throwing ball endseq,startseq black dog is in the grass with woman in jeans endseq
460350019_af60511a3b,startseq man and dog are playing fetch o war with toy endseq,startseq black dog and woman in red shirt playing tug of war endseq
460478198_83039f2593,startseq dog running through water endseq,startseq dog chasing another dog by lake endseq
460781612_6815c74d37,startseq black and white dog is running on the grass endseq,startseq black and white dog catches frisbee in midair endseq
460935487_75b2da7854,startseq white dog is standing on the water endseq,startseq black and white dog is running up path towards some potted plants endseq
460973814_5eacd1ced4,startseq a woman sitting at table with harpsichord and woman stands behind them endseq,startseq group of people sitting around table drinking tea or coffee endseq
461019788_bc0993dabd,startseq man walks along waterway bank with water on the water endseq,startseq couple stands on dock by the water hugging endseq
461505235_590102a5bf,startseq man climbing up cliff endseq,startseq man repels down cliff over water endseq
462080147_ca088e6541,startseq three people are sitting together endseq,startseq man holding bottle of wine with box on his head endseq
462198798_89e2df0358,startseq dog is walking through water endseq,"startseq ""a big black dog is walking along the water 's edge ."" endseq"
462288558_b31a8a976f,startseq an asian person is sitting on its head endseq,startseq pitbull dog is biting another dog on the face endseq
463786229_b54c9a3436,startseq man in swimsuit with his mouth open endseq,startseq bee clings to yellow flower endseq
463875230_f19e83d6df,startseq man in flannel shirt is jumping over tree stump endseq,startseq girl wearing pink swings on swing endseq
463978865_c87c6ca84c,startseq woman in helmet riding bikes endseq,startseq man sitting on the left near man walking along the side of street with colorful buildings endseq
464116251_1ac4bc91f8,startseq three children are sitting on tree endseq,"startseq ""a black brown and white dog jumping over pile of logs with trees in the background ."" endseq"
464251704_b0f0c4c87a,startseq person wearing orange shirt is suspended in the air with his arms wide open endseq,startseq girl in pink top is swinging with her hair flying everywhere endseq
464506846_1734302b58,startseq dog runs through the grass endseq,startseq black dog is running across grassy field in front of some bushes endseq
464527562_a18f095225,startseq dog rolling on the grass endseq,startseq brown dog has purple disc endseq
465859490_b077219424,startseq couple sit at tree endseq,startseq group of people are listening to man with moustache speak into microphone endseq
465994762_1760e83c5d,startseq man picking stick in his mouth endseq,startseq brown dog jumps over chain endseq
466176275_f40d37851e,startseq black dog chases white dog in the grass endseq,"startseq ""a grey """" labradoodle """" jumps over another large dog ."" endseq"
466956209_2ffcea3941,startseq man climbing rock face endseq,startseq distant person is climbing up very sheer mountain endseq
466956675_a2fb6bf901,startseq man climbing up of tall rock face endseq,startseq man climbing sheer rock wall endseq
467858872_f3431df682,startseq two dogs are standing on the ground endseq,startseq two dogs are bending over and looking down into ditch to investigate endseq
467960888_6943257534,startseq dog is running through the water endseq,startseq black dog running along the edge of the ocean endseq
468102269_135938e209,startseq two young girls dressed in white and black dress are standing in front of the wall endseq,"startseq ""a couple kiss outdoors while another couple watch ."" endseq"
468141298_3154d717e1,startseq mural of people in race race endseq,startseq street view with cars and buildings endseq
468310111_d9396abcbd,startseq two dogs run through the grass endseq,startseq black and white dog is running through cow field endseq
468608014_09fd20eb9b,startseq dog treads toward green colored dog endseq,startseq dog bites an object offered by person endseq
468871328_72990babd4,startseq small dog looks at his head on his hind legs endseq,startseq two brown dogs are laying on the street next to metal pole endseq
468911753_cc595f5da0,startseq the dog is running through the grass endseq,startseq brown and white dog runs away carrying big stick endseq
468918320_9c275b877f,startseq young boy is sitting on bench next to tree endseq,startseq young couple kissing on park bench endseq
468930779_8008d90e10,startseq black dog is running through water endseq,startseq brown dog carrying stick in its mouth endseq
469021173_aa31c07108,startseq man wearing helmet and helmet is riding bike endseq,startseq hiker wearing an orange backpack is walking through long grass endseq
469029994_349e138606,startseq man in red jacket is walking through the dirt endseq,startseq backpacker looks over cliff towards the fog endseq
469259974_bb03c15c42,startseq man wearing black hat and gold hat is standing next to an audience endseq,startseq man drinking and reading the paper endseq
469617651_278e586e46,startseq the skateboarder is standing in the air endseq,startseq couple of people sit in chairs in waiting room lit in sunlight endseq
469969326_4b84073286,startseq man stands on cliff overlooking the water endseq,startseq woman carrying backpack sits on rocky ledge overlooking the water endseq
470373679_98dceb19e7,startseq two people sit on bench in the foreground endseq,startseq group of people inside building that overlooks large mountain endseq
470887781_faae5dae83,startseq people wait for instruments endseq,startseq crowd at rally endseq
470887785_e0b1241d94,startseq three people are sitting in front of bar endseq,startseq lady is giving speech dealing with the armenian genocide endseq
470887791_86d5a08a38,startseq man in blue shirt and glasses is standing in front of crowd endseq,startseq man and woman standing with group of spectators endseq
470887795_8443ce53d0,startseq woman in blue shirt and orange snoopy hat is holding his hands on his head endseq,startseq boy drinks from glass bottle endseq
470903027_489cc507de,startseq man in red jacket and black jacket is walking along the grass endseq,startseq man sitting cross-legged in field endseq
471402959_0b187560df,startseq man with glasses sitting on his lap asleep with his head on his head endseq,startseq an african american woman wearing an orange dress with hood is covering her face with her hand while sitting in chair endseq
472396131_6e97068d93,startseq the dog is running through the grass endseq,startseq puppy catching bird endseq
472535997_0dbf42b9f3,startseq two girls in matching dresses posing for picture endseq,startseq two african toddlers dressed in pink are playing in sparsely decorated kitchen endseq
472661386_723aae880b,startseq group of teenagers are standing in front of group of people endseq,startseq class holds up their certificates endseq
472860064_a96a228796,startseq black dog is playing with black dog endseq,startseq black dog in front of tree jumping towards red frisbee endseq
473220329_819a913bbb,startseq two people are sitting on top of water endseq,startseq woman is walking away on wooden walkway through field of golden plants endseq
473988700_570422001b,startseq black dog is jumping off of fence endseq,startseq black and brown dog shakes water off of itself endseq
475042270_719ebe6c48,startseq brown dog is jumping over hurdle endseq,startseq golden retriever is playing with smaller black and brown dog in pink collar endseq
475313618_bdb2f72be5,startseq young boy is doing trick on skateboard endseq,startseq female in bluejeans is standing in an enclosed area with arms folded endseq
475317104_1cdc1653b4,startseq boy in red shirt is dancing on hardwood floor with balloons in the background endseq,startseq girl standing in an enclosed place endseq
475778645_65b7343c47,startseq man in red shirt is climbing rock while another boy watches endseq,startseq boy in harness climbs rock wall endseq
475816542_f5c2736815,startseq two dogs wrestle together endseq,startseq black and brown dog are running toward the camera endseq
475980315_b8ecd50094,startseq white dog is running through the water endseq,startseq white dog fetches stick as he swims in lake endseq
476233374_e1396998ef,startseq woman in red shirt stands on the beach endseq,startseq little boy and little girl are playing with pebbles on the beach endseq
476740978_45b65ebe0c,startseq three people are standing on the street endseq,startseq group of people are holding up signs endseq
476759700_8911f087f8,startseq the skateboarder beams off the street endseq,startseq man carrying sign that says free hug along the sidewalk endseq
476760133_c33d2bd83d,startseq black dog is running through the grass endseq,startseq black dog is running across the grass carrying something in its mouth endseq
477204750_d04d111cd4,startseq brown dog is running through the grass endseq,startseq dog is playing fetch with ball endseq
477254932_56b48d775d,startseq boy in swimming pool endseq,startseq girl flipping into swimming pool while others swim endseq
477768471_d7cd618fdb,startseq white dog is standing on the edge of wood endseq,startseq black and white dog is playing with golf ball in the sand endseq
478208896_90e7187b64,startseq man and dog are shown on rocky track endseq,startseq girl climbs huge rock endseq
478209058_21e2c37c73,startseq two people raise their arms on snowy mountain endseq,"startseq ""a man in red climbs rock in field of snow cliffs and fallen boulders ."" endseq"
478592803_f57cc9c461,startseq two women walking down street street endseq,"startseq ""the backs of two asian girls wearing red tops and holding red flags ."" endseq"
47870024_73a4481f7d,startseq the boy is wearing helmet and helmet is doing trick endseq,startseq boy in yellow is riding scooter on the street endseq
47871819_db55ac4699,startseq two opposing players playing in field endseq,startseq soccer player in blue is chasing after the player in black and white endseq
478750151_e0adb5030a,startseq two dogs are running together endseq,startseq white dog races brown dog in field of grass endseq
478754346_addb53893c,startseq dirt biker rides through the air endseq,startseq dirt bike rider rides off of jump endseq
479807115_3a484fb18b,startseq person riding dirt bike endseq,startseq man riding dirt bike in down hill in competition endseq
479807465_cf42f39d00,startseq man riding dirt bike endseq,startseq fallen dirt biker is aided by another endseq
479807833_85eed6899c,startseq man in red jacket and red shorts is riding bike endseq,startseq dirt biker rides up rocky hill on motorized dirt bike endseq
480200554_6155e9dfeb,startseq three children in costumes are standing in the air endseq,startseq an elderly man wearing sombrero riding mobility scooter while shopping for shoes endseq
480505313_2dc686e5db,startseq woman stands in front of an outdoor wall endseq,startseq couple is photographed in front of large outdoor fountain endseq
480607352_65614ab348,startseq woman in red jacket and sunglasses is sitting on cement street endseq,startseq man in bright clothing plays an instrument on the street endseq
481054596_cad8c02103,startseq police officer is walking down street endseq,startseq couple hugging with other people standing around in front of some buildings endseq
481632457_7372f18275,startseq two dogs are fighting in the grass endseq,startseq big tri-colored and smaller puppy with light blue eyes are playing together endseq
481732592_b50194cb89,startseq woman wearing green shirt and black pants is climbing pack of wooden wall endseq,startseq creepy old man stars at young couple as they smoke cigarette endseq
481827288_a688be7913,startseq the dog is running parallel parallel endseq,startseq two brown dog play together in the water endseq
481887827_f8975dabf1,startseq four people sitting on fire endseq,startseq group of people sit before campfire endseq
482047956_9a29e9cee6,startseq woman in orange shirt and orange shorts is being held by woman in orange shirt endseq,startseq group of girls are riding on roller coaster endseq
482088914_e6ea4501e9,startseq man in yellow shirt is in the water endseq,startseq kayaker almost turns over endseq
482098572_e83153b300,startseq man in yellow canoe on the side of water endseq,startseq man in yellow boat paddling against waves endseq
482353373_03a9d5e8bc,startseq woman in red shirt is sitting in front of red wall endseq,startseq girl in petterned shirt is talking to guy with hat in billiards room endseq
482830610_13a0a6c924,startseq two girls are sitting on the floor endseq,startseq girl reads and listens to music on bus endseq
482882307_7dcb9eee11,startseq man in red kayak paddles in yellow kayak endseq,startseq guy in midair is behind the raft full of people endseq
482882719_165722082d,startseq people are riding watercraft through rough water endseq,startseq group of people go rafting endseq
482907079_22085ada04,startseq man climbing up cliff endseq,startseq climber scales cliff as others watch endseq
483039719_75181b2726,startseq three people wearing sunglasses endseq,"startseq ""a teenage boy with white headband looking right crowd in the background ."" endseq"
483136916_16976f4902,startseq dog chases toy in the snowy field endseq,startseq beagle looking over his shoulder as he stand on sandy slope endseq
483841513_e660391880,startseq boy in blue shirt is jumping over trampoline endseq,startseq girl does handstand on trampoline endseq
484896012_7787d04f41,startseq young girl in pink shirt about to kick ball endseq,startseq boy kicks soccer ball high up endseq
485054073_fef8b80b4b,startseq white dog is running on sidewalk endseq,startseq frisbee casts shadow on the dog endseq
485245061_5a5de43e20,startseq two people in the snow endseq,startseq man crouched on snowy peak endseq
485312202_784508f2a9,startseq two small dogs are playing on trampoline endseq,startseq man is sitting on bench behind bike endseq
485357535_b45ba5b6da,startseq woman in red bathing suit is sitting in front of statue of fish endseq,startseq boy in black and white shirt holds red skateboard as he stands over the hollywood stars endseq
485566887_57eac33bd1,startseq brown dog is running through tall grass endseq,startseq one dog biting at another dog 's face in grassy field endseq
485738889_c2a00876a6,startseq boy smiles underwater endseq,"startseq ""a baby being held by small girl swimming underwater in blue pool ."" endseq"
485741580_ab523fa657,startseq dog rolls down over several several animals endseq,startseq black and tan dog sleeps in the car endseq
485921585_1974b1577a,startseq the bicyclists does jump endseq,startseq bicycle stunt person midair performing trick with fans watching endseq
486300784_2cc7a770ff,startseq black dog running through water endseq,startseq two dogs running in body of water that is light blue with tip of an island of grass showing endseq
486712504_36be449055,startseq dog running through the grass endseq,startseq dog is jumping across an obstacle endseq
486720042_b785e7f88c,startseq two dogs race on the beach endseq,startseq black and white spotted dog is circling gray and white dog endseq
486917990_72bd4069af,startseq man in red shirt and helmet is balancing on rock endseq,startseq girl is climbing rock wall endseq
487071033_27e460a1b9,startseq group of people in puffy hats are watching the bicycles endseq,startseq man does skateboard tricks off ramp while others watch endseq
487074671_66db20bf47,startseq man in gray shirt is sitting on wooden bench endseq,startseq man in brown jacket and blue cap is washing black jacket in fountain endseq
487487795_54705c406e,startseq two dogs are playing in the grass endseq,startseq black and brown dog is playing with brown and white dog endseq
487894806_352d9b5e66,startseq dog is standing on the lawn endseq,startseq brown dog wearing collar is chasing and biting on red broom endseq
488089932_c3a5fa4140,startseq woman in yellow shirt is walking down the street endseq,startseq girl is hula hooping on sidewalk in new york endseq
488196964_49159f11fd,startseq dog runs along the beach endseq,"startseq ""a brown dog retrieves ball on green slimy rock covered beach"" endseq"
488352274_9a22064cb3,startseq dog in collar endseq,startseq two brown dogs are running on the sand endseq
488356951_b3b77ad832,startseq man wearing glasses and suit is sitting on the cheek of another man with headphones endseq,startseq man with red shirt and black hat stares at another man endseq
488408004_a1e26d4886,startseq two women in jackets are playing in the grass endseq,startseq child in formal clothing is walking along the edge of stony area that is littered in places endseq
488416045_1c6d903fe0,startseq brown dog is running along desert endseq,startseq brown dog is running along beach endseq
488549693_a1f51d8c4a,startseq two people are playing in the water endseq,startseq two children are standing on the shore next to body of water endseq
488590040_35a3e96c89,startseq two boys in tug of rope tug on rope endseq,startseq men standing on shore with fishing pole and boat in water endseq
489065557_0eb08889cd,startseq man is skateboarding over rocks next to pond endseq,startseq boy jumping from rope into the water endseq
489134459_1b3f46fc03,startseq two children are standing next to statue of barn endseq,startseq boy and girl stand in front of house endseq
489372715_ce52da796a,startseq tan dog walks on flat beach endseq,startseq brown dog is shaking his head while standing on sand endseq
489551372_b19a6ad0ed,startseq two children are playing in jungle gym endseq,startseq dog on an obstacle platform and man endseq
489773343_a8aecf7db3,startseq black dog is running after black dog endseq,"startseq ""a small girl in pink and blue on the beach shows something to two black dogs ."" endseq"
489865145_65ea6d1c14,startseq woman in black dress and black dress is sitting on the street surrounded by brick building endseq,startseq teenage girl with shaved head walks in brown skirt and blue jean jacket endseq
490044494_d2d546be8d,startseq two dogs run through field endseq,startseq three brown puppies running in the grass endseq
490390951_87395fcb1c,startseq man with climbing piece of piece of feet on rock endseq,startseq closeup of grey and white shoes on the shore near the beach water endseq
491405109_798222cfd0,startseq young boy in red shirt and orange shorts is sitting on blue plastic playground endseq,startseq girl poses with her head upside down endseq
491564019_1ca68d16c1,startseq little girl in yellow shirt is sitting on wooden playground set endseq,startseq child enjoying themselves on yellow slide at park endseq
491600485_26c52c8816,startseq two dogs are running through field of water endseq,startseq black dog looks up at ball in the air and prepares to catch it endseq
491964988_414b556228,startseq two boys are walking through water endseq,startseq little girl runs down path in japanese garden endseq
492341908_1ef53be265,startseq man in red swim trunks is riding red sport to catch sport endseq,startseq two girls are riding wheeler endseq
492493570_c27237a396,startseq two girls play in the sand endseq,startseq girl chases bird across the sand at the edge of the ocean endseq
492802403_ba5246cfea,startseq dog jumps over tree endseq,startseq one dog jumps up to catch ball as another dog runs towards it endseq
493109089_468e105233,startseq two children are playing on an orange poles endseq,startseq little boy in red jacket plays on jungle gym endseq
493507605_48fe8e3739,startseq black dog is running through the grass endseq,startseq black dog is chasing another black dog endseq
493542985_c85ad29ebe,startseq woman in yellow shorts is standing on the beach endseq,startseq girl is rowing in lake endseq
493621130_152bdd4e91,startseq dog jumps off the rock endseq,startseq brown dog leaps into the water endseq
494221578_027f51cdf4,startseq child in red shirt is riding red and red slide endseq,startseq girl in pink jacket is going headfirst down red slide endseq
494329594_6e751372a0,startseq two children are dancing on bench endseq,startseq black woman in pink bikini is sitting on towel on lounge chair endseq
494792770_2c5f767ac0,startseq brown dog is walking on the forest endseq,startseq brown dog walks in the under brush endseq
494907021_321e82877a,startseq three children are playing together endseq,startseq group of children playing with props endseq
494921598_af73bda568,startseq two hockey players swing into hockey game endseq,startseq child is playing ice hockey endseq
495014499_8fd065cfd9,startseq woman in green coat is standing in parade endseq,startseq man holding flag is standing on busy sidewalk endseq
495033548_bd320405d8,startseq three opposing soccer players chase each other in field endseq,startseq men participate in soccer game endseq
495054019_3dee8a02f5,startseq man in black shirt and black pants is jumping over the ball endseq,startseq white haired coach is coaching his team of young men while they run towards him endseq
495055747_a75872762a,startseq woman wearing pink shirt and pink scarf walks down street endseq,startseq an elderly woman crosses the road in city endseq
495116214_f1df479fb0,startseq two dogs are playing together on the beach endseq,startseq two black and white dogs on the sandy beach fighting over long stick endseq
495340319_705f2e63d6,startseq two men in red jerseys are playing with ball endseq,startseq boys playing tag football run down the field endseq
495341977_b27279f962,startseq two dogs are running through field endseq,startseq two brown dogs are biting on black frisbee endseq
49553964_cee950f3ba,startseq man kayaking losing his paddle and paddle in the water endseq,startseq man holding onto ropes while boogie boarding endseq
496110746_a93ca191ae,startseq two children are playing in the air endseq,startseq child swings on swing endseq
496129405_b9feeda1ab,startseq black dog laying on the grass endseq,startseq the three dogs are playing with each other endseq
496380034_d22aeeedb3,startseq two dogs are running through the grass endseq,startseq black and white dog are both going for blue soccer ball endseq
496555371_3e1ee0d97d,startseq three dogs are running on the gravel endseq,startseq black dog is being chase by two brown dogs on the beach endseq
496606439_9333831e73,startseq two young children are posing for picture endseq,startseq woman smile and wave to the camera endseq
496971341_22782195f0,startseq dog is running awkwardly endseq,startseq black dog and black dog are fighting over soccer ball endseq
497122685_a51b29dc46,startseq swimmer in pool pool endseq,startseq girl in colourful bathing suit being ejected from water slide into the pool endseq
497579819_f91b26f7d3,startseq dog jumps to catch tennis ball endseq,startseq dog looks out over green grass and flowers endseq
497791037_93499238d8,startseq two boys in denim shirts tug of colored balls endseq,startseq boy jumping off swing endseq
498404951_527adba7b8,startseq golden dog is standing in the water with yellow dog endseq,startseq blonde puppy wearing red collar is standing in the water endseq
498444334_a680d318a1,startseq four women in dresses walk down street endseq,startseq group of young men clowning around while enjoying beverage endseq
498492764_fe276e505a,startseq woman in black coat and black pants is standing on the edge of pier endseq,startseq man in gray suit locking up bicycle endseq
498748832_941faaaf40,startseq little girl in green shirt is being held by little girl in green shirt endseq,startseq girl with black bag in cramped position on train endseq
498794783_cc2ac62b47,startseq little girl and confetti blond girl sitting on brightly colored flowers endseq,startseq girl in dress is blowing bubbles with another girl behind her endseq
498957941_f0eda42787,startseq man in red shirt is holding red ball endseq,startseq boy in blue shirt is running endseq
50030244_02cd4de372,startseq small white dog is playing with white dog endseq,startseq cat sits alone in dry grass endseq
500308355_f0c19067c0,startseq woman in plaid dress standing in backyard endseq,startseq lady in yard holding dog while another dog is jumping endseq
500446858_125702b296,startseq two dogs run on the grass endseq,startseq small white dog is running through the dirt right on the outside of patch of grass where two people and another small black dog are playing endseq
500678178_26ce0f4417,startseq young boy is holding blue ball in the air endseq,startseq child lies in the hay with only head and arm showing endseq
501320769_31eea7b7ea,startseq two girls are walking on tree stall endseq,startseq child in white bathrobe is standing in doorway endseq
501520507_c86f805ab8,startseq three men are standing together endseq,startseq woman looking at jewlery at booth at an outdoor fair endseq
501650847_b0beba926c,startseq two dogs are playing together endseq,startseq brown dog starring at soccer ball endseq
501684722_0f20c4e704,startseq woman and woman are kissing with their arms on the tree endseq,startseq girl kisses another little girl while the third is falling out of frame endseq
501699433_f8df386cf9,startseq the boy is swimming underwater endseq,startseq man and child underwater in swimming pool holding their breath endseq
502115726_927dd684d3,startseq three young children are reading endseq,startseq boy in striped shirt straddles two railings endseq
502671104_b2114246c7,startseq young boy smiles as she smiles endseq,startseq girl wearing red submerges from the water endseq
502783522_3656f27014,startseq black dog is walking through the woods endseq,startseq black dog running endseq
502884177_25939ac000,startseq woman in pink hoodie looks at the camera endseq,startseq an older woman in red vest with group of other people at the street endseq
503090187_8758ab5680,startseq woman in striped shirt and sunglasses is standing on the beach endseq,startseq man gets ready to take picture endseq
503717911_fc43cb3cf9,startseq brown dog is running on the grass endseq,startseq dog is catching frisbee its mouth endseq
